pokedex_names,elementType,species,height,weight,gender,eggGroups,eggCycle,base_hp,base_attack,base_defense,base_spAtk,base_spDef,base_speed,min100_hp,min100_attack,min100_defense,min100_spAtk,min100_spDef,min100_speed,max100_hp,max100_attack,max100_defense,max100_spAtk,max100_spDef,max100_speed,type_normal,type_fire,type_water,type_electricity,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
cofagrigus,Ghost,Coffin Pokémon,1.7 m (5′07″),76.5 kg (168.7 lbs),"50% male, 50% female","Amorphous, Mineral","25				(6,169–6,425 steps)",58,50,145,95,105,30,226,94,265,175,193,58,320,218,427,317,339,174,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
tirtouga,Water			Rock,Prototurtle Pokémon,0.7 m (2′04″),16.5 kg (36.4 lbs),"87.5% male, 12.5% female","Water 1, Water 3","30				(7,454–7,710 steps)",54,78,103,53,45,22,218,144,189,99,85,44,312,280,335,225,207,157,0.5,0.25,1,NA,NA,0.5,NA,0.5,NA,0.5,1,1,1,1,1,1,1,1
carracosta,Water			Rock,Prototurtle Pokémon,1.2 m (3′11″),81.0 kg (178.6 lbs),"87.5% male, 12.5% female","Water 1, Water 3","30				(7,454–7,710 steps)",74,108,133,83,65,32,258,198,243,153,121,62,352,346,401,291,251,179,0.5,0.25,1,NA,NA,0.5,NA,0.5,NA,0.5,1,1,1,1,1,1,1,1
archen,Rock			Flying,First Bird Pokémon,0.5 m (1′08″),9.5 kg (20.9 lbs),"87.5% male, 12.5% female","Flying, Water 3","30				(7,454–7,710 steps)",55,112,45,74,45,70,220,206,85,137,85,130,314,355,207,271,207,262,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
archeops,Rock			Flying,First Bird Pokémon,1.4 m (4′07″),32.0 kg (70.5 lbs),"87.5% male, 12.5% female","Flying, Water 3","30				(7,454–7,710 steps)",75,140,65,112,65,110,260,256,121,206,121,202,354,416,251,355,251,350,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
trubbish,Poison,Trash Bag Pokémon,0.6 m (2′00″),31.0 kg (68.3 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",50,50,62,40,62,65,210,94,116,76,116,121,304,218,245,196,245,251,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
garbodor,Poison,Trash Heap Pokémon,1.9 m (6′03″),107.3 kg (236.6 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",80,95,82,60,82,75,270,175,152,112,152,139,364,317,289,240,289,273,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
zorua,Dark,Tricky Fox Pokémon,0.7 m (2′04″),12.5 kg (27.6 lbs),"87.5% male, 12.5% female",Field,"25				(6,169–6,425 steps)",40,65,40,80,40,65,190,121,76,148,76,121,284,251,196,284,196,251,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
zoroark,Dark,Illusion Fox Pokémon,1.6 m (5′03″),81.1 kg (178.8 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",60,105,60,120,60,105,230,193,112,220,112,193,324,339,240,372,240,339,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
minccino,Normal,Chinchilla Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),"25% male, 75% female",Field,"15				(3,599–3,855 steps)",55,50,40,40,40,75,220,94,76,76,76,139,314,218,196,196,196,273,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
cinccino,Normal,Scarf Pokémon,0.5 m (1′08″),7.5 kg (16.5 lbs),"25% male, 75% female",Field,"15				(3,599–3,855 steps)",75,95,60,65,60,115,260,175,112,121,112,211,354,317,240,251,240,361,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
gothita,Psychic,Fixation Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),"25% male, 75% female",Human-Like,"20				(4,884–5,140 steps)",45,30,50,55,65,45,200,58,94,103,121,85,294,174,218,229,251,207,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
gothorita,Psychic,Manipulate Pokémon,0.7 m (2′04″),18.0 kg (39.7 lbs),"25% male, 75% female",Human-Like,"20				(4,884–5,140 steps)",60,45,70,75,85,55,230,85,130,139,157,103,324,207,262,273,295,229,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
gothitelle,Psychic,Astral Body Pokémon,1.5 m (4′11″),44.0 kg (97.0 lbs),"25% male, 75% female",Human-Like,"20				(4,884–5,140 steps)",70,55,95,95,110,65,250,103,175,175,202,121,344,229,317,317,350,251,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
solosis,Psychic,Cell Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",45,30,40,105,50,20,200,58,76,193,94,40,294,174,196,339,218,152,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
duosion,Psychic,Mitosis Pokémon,0.6 m (2′00″),8.0 kg (17.6 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",65,40,50,125,60,30,240,76,94,229,112,58,334,196,218,383,240,174,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
reuniclus,Psychic,Multiplying Pokémon,1.0 m (3′03″),20.1 kg (44.3 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",110,65,75,125,85,30,330,121,139,229,157,58,424,251,273,383,295,174,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
ducklett,Water			Flying,Water Bird Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),"50% male, 50% female","Flying, Water 1","20				(4,884–5,140 steps)",62,44,50,44,50,55,234,83,94,83,94,103,328,205,218,205,218,229,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
swanna,Water			Flying,White Bird Pokémon,1.3 m (4′03″),24.2 kg (53.4 lbs),"50% male, 50% female","Flying, Water 1","20				(4,884–5,140 steps)",75,87,63,87,63,98,260,161,117,161,117,180,354,300,247,300,247,324,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
vanillite,Ice,Fresh Snow Pokémon,0.4 m (1′04″),5.7 kg (12.6 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",36,50,50,65,60,44,182,94,94,121,112,83,276,218,218,251,240,205,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
vanillish,Ice,Icy Snow Pokémon,1.1 m (3′07″),41.0 kg (90.4 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",51,65,65,80,75,59,212,121,121,148,139,110,306,251,251,284,273,238,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
vanilluxe,Ice,Snowstorm Pokémon,1.3 m (4′03″),57.5 kg (126.8 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",71,95,85,110,95,79,252,175,157,202,175,146,346,317,295,350,317,282,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
deerling,Normal			Grass,Season Pokémon,0.6 m (2′00″),19.5 kg (43.0 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",60,60,50,40,50,75,230,112,94,76,94,139,324,240,218,196,218,273,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
sawsbuck,Normal			Grass,Season Pokémon,1.9 m (6′03″),92.5 kg (203.9 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",80,100,70,60,70,95,270,184,130,112,130,175,364,328,262,240,262,317,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
emolga,Electric			Flying,Sky Squirrel Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",55,75,60,75,60,103,220,139,112,139,112,189,314,273,240,273,240,335,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
karrablast,Bug,Clamping Pokémon,0.5 m (1′08″),5.9 kg (13.0 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",50,75,45,40,45,60,210,139,85,76,85,112,304,273,207,196,207,240,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
escavalier,Bug			Steel,Cavalry Pokémon,1.0 m (3′03″),33.0 kg (72.8 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",70,135,105,60,105,20,250,247,193,112,193,40,344,405,339,240,339,152,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
foongus,Grass			Poison,Mushroom Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",69,55,45,55,55,15,248,103,85,103,103,31,342,229,207,229,229,141,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
amoonguss,Grass			Poison,Mushroom Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",114,85,70,85,80,30,338,157,130,157,148,58,432,295,262,295,284,174,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
frillish,Water			Ghost,Floating Pokémon,1.2 m (3′11″),33.0 kg (72.8 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",55,40,50,65,85,40,220,76,94,121,157,76,314,196,218,251,295,196,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
jellicent,Water			Ghost,Floating Pokémon,2.2 m (7′03″),135.0 kg (297.6 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",100,60,70,85,105,60,310,112,130,157,193,112,404,240,262,295,339,240,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
alomomola,Water,Caring Pokémon,1.2 m (3′11″),31.6 kg (69.7 lbs),"50% male, 50% female","Water 1, Water 2","40				(10,024–10,280 steps)",165,75,80,40,45,65,440,139,148,76,85,121,534,273,284,196,207,251,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
joltik,Bug			Electric,Attaching Pokémon,0.1 m (0′04″),0.6 kg (1.3 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",50,47,50,57,50,65,210,89,94,107,94,121,304,212,218,234,218,251,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
galvantula,Bug			Electric,EleSpider Pokémon,0.8 m (2′07″),14.3 kg (31.5 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",70,77,60,97,60,108,250,143,112,179,112,198,344,278,240,322,240,346,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
ferroseed,Grass			Steel,Thorn Seed Pokémon,0.6 m (2′00″),18.8 kg (41.4 lbs),"50% male, 50% female","Grass, Mineral","20				(4,884–5,140 steps)",44,50,91,24,86,10,198,94,168,47,159,22,292,218,309,161,298,130,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
ferrothorn,Grass			Steel,Thorn Pod Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),"50% male, 50% female","Grass, Mineral","20				(4,884–5,140 steps)",74,94,131,54,116,20,258,173,240,101,213,40,352,315,397,227,364,152,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
klink,Steel,Gear Pokémon,0.3 m (1′00″),21.0 kg (46.3 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",40,55,70,45,60,30,190,103,130,85,112,58,284,229,262,207,240,174,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
klang,Steel,Gear Pokémon,0.6 m (2′00″),51.0 kg (112.4 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",60,80,95,70,85,50,230,148,175,130,157,94,324,284,317,262,295,218,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
klinklang,Steel,Gear Pokémon,0.6 m (2′00″),81.0 kg (178.6 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",60,100,115,70,85,90,230,184,211,130,157,166,324,328,361,262,295,306,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
tynamo,Electric,EleFish Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",35,55,40,45,40,60,180,103,76,85,76,112,274,229,196,207,196,240,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
eelektrik,Electric,EleFish Pokémon,1.2 m (3′11″),22.0 kg (48.5 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",65,85,70,75,70,40,240,157,130,139,130,76,334,295,262,273,262,196,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
eelektross,Electric,EleFish Pokémon,2.1 m (6′11″),80.5 kg (177.5 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",85,115,80,105,80,50,280,211,148,193,148,94,374,361,284,339,284,218,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
elgyem,Psychic,Cerebral Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),"50% male, 50% female",Human-Like,"20				(4,884–5,140 steps)",55,55,55,85,55,30,220,103,103,157,103,58,314,229,229,295,229,174,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
beheeyem,Psychic,Cerebral Pokémon,1.0 m (3′03″),34.5 kg (76.1 lbs),"50% male, 50% female",Human-Like,"20				(4,884–5,140 steps)",75,75,75,125,95,40,260,139,139,229,175,76,354,273,273,383,317,196,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
litwick,Ghost			Fire,Candle Pokémon,0.3 m (1′00″),3.1 kg (6.8 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",50,30,55,65,55,20,210,58,103,121,103,40,304,174,229,251,229,152,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
lampent,Ghost			Fire,Lamp Pokémon,0.6 m (2′00″),13.0 kg (28.7 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",60,40,60,95,60,55,230,76,112,175,112,103,324,196,240,317,240,229,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
chandelure,Ghost			Fire,Luring Pokémon,1.0 m (3′03″),34.3 kg (75.6 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",60,55,90,145,90,80,230,103,166,265,166,148,324,229,306,427,306,284,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
axew,Dragon,Tusk Pokémon,0.6 m (2′00″),18.0 kg (39.7 lbs),"50% male, 50% female","Dragon, Monster","40				(10,024–10,280 steps)",46,87,60,30,40,57,202,161,112,58,76,107,296,300,240,174,196,234,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
fraxure,Dragon,Axe Jaw Pokémon,1.0 m (3′03″),36.0 kg (79.4 lbs),"50% male, 50% female","Dragon, Monster","40				(10,024–10,280 steps)",66,117,70,40,50,67,242,215,130,76,94,125,336,366,262,196,218,256,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
haxorus,Dragon,Axe Jaw Pokémon,1.8 m (5′11″),105.5 kg (232.6 lbs),"50% male, 50% female","Dragon, Monster","40				(10,024–10,280 steps)",76,147,90,60,70,97,262,269,166,112,130,179,356,432,306,240,262,322,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
cubchoo,Ice,Chill Pokémon,0.5 m (1′08″),8.5 kg (18.7 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",55,70,40,60,40,40,220,130,76,112,76,76,314,262,196,240,196,196,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
beartic,Ice,Freezing Pokémon,2.6 m (8′06″),260.0 kg (573.2 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",95,130,80,70,80,50,300,238,148,130,148,94,394,394,284,262,284,218,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
cryogonal,Ice,Crystallizing Pokémon,1.1 m (3′07″),148.0 kg (326.3 lbs),Genderless,Mineral,"25				(6,169–6,425 steps)",80,50,50,95,135,105,270,94,94,175,247,193,364,218,218,317,405,339,1,2,1,1,1,0.5,2,1,0,1,1,1,2,1,1,1,2,1
shelmet,Bug,Snail Pokémon,0.4 m (1′04″),7.7 kg (17.0 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",50,40,85,40,65,25,210,76,157,76,121,49,304,196,295,196,251,163,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
accelgor,Bug,Shell Out Pokémon,0.8 m (2′07″),25.3 kg (55.8 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",80,70,40,100,60,145,270,130,76,184,112,265,364,262,196,328,240,427,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
stunfisk,Ground			Electric,Trap Pokémon,0.7 m (2′04″),11.0 kg (24.3 lbs),"50% male, 50% female","Amorphous, Water 1","20				(4,884–5,140 steps)",109,66,84,81,99,32,328,123,155,150,182,62,422,254,293,287,326,179,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
mienfoo,Fighting,Martial Arts Pokémon,0.9 m (2′11″),20.0 kg (44.1 lbs),"50% male, 50% female","Field, Human-Like","25				(6,169–6,425 steps)",45,85,50,55,50,65,200,157,94,103,94,121,294,295,218,229,218,251,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
mienshao,Fighting,Martial Arts Pokémon,1.4 m (4′07″),35.5 kg (78.3 lbs),"50% male, 50% female","Field, Human-Like","25				(6,169–6,425 steps)",65,125,60,95,60,105,240,229,112,175,112,193,334,383,240,317,240,339,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
druddigon,Dragon,Cave Pokémon,1.6 m (5′03″),139.0 kg (306.4 lbs),"50% male, 50% female","Dragon, Monster","30				(7,454–7,710 steps)",77,120,90,60,90,48,264,220,166,112,166,90,358,372,306,240,306,214,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
golett,Ground			Ghost,Automaton Pokémon,1.0 m (3′03″),92.0 kg (202.8 lbs),Genderless,Mineral,"25				(6,169–6,425 steps)",59,74,50,35,50,35,228,137,94,67,94,67,322,271,218,185,218,185,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
golurk,Ground			Ghost,Automaton Pokémon,2.8 m (9′02″),330.0 kg (727.5 lbs),Genderless,Mineral,"25				(6,169–6,425 steps)",89,124,80,55,80,55,288,227,148,103,148,103,382,381,284,229,284,229,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
pawniard,Dark			Steel,Sharp Blade Pokémon,0.5 m (1′08″),10.2 kg (22.5 lbs),"50% male, 50% female",Human-Like,"20				(4,884–5,140 steps)",45,85,70,40,40,60,200,157,130,76,76,112,294,295,262,196,196,240,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
bisharp,Dark			Steel,Sword Blade Pokémon,1.6 m (5′03″),70.0 kg (154.3 lbs),"50% male, 50% female",Human-Like,"20				(4,884–5,140 steps)",65,125,100,60,70,70,240,229,184,112,130,130,334,383,328,240,262,262,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
bouffalant,Normal,Bash Buffalo Pokémon,1.6 m (5′03″),94.6 kg (208.6 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",95,110,95,40,95,55,300,202,175,76,175,103,394,350,317,196,317,229,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
rufflet,Normal			Flying,Eaglet Pokémon,0.5 m (1′08″),10.5 kg (23.1 lbs),"100% male, 0% female",Flying,"20				(4,884–5,140 steps)",70,83,50,37,50,60,250,153,94,71,94,112,344,291,218,190,218,240,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
braviary,Normal			Flying,Valiant Pokémon,1.5 m (4′11″),41.0 kg (90.4 lbs),"100% male, 0% female",Flying,"20				(4,884–5,140 steps)",100,123,75,57,75,80,310,225,139,107,139,148,404,379,273,234,273,284,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
vullaby,Dark			Flying,Diapered Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),"0% male, 100% female",Flying,"20				(4,884–5,140 steps)",70,55,75,45,65,60,250,103,139,85,121,112,344,229,273,207,251,240,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
mandibuzz,Dark			Flying,Bone Vulture Pokémon,1.2 m (3′11″),39.5 kg (87.1 lbs),"0% male, 100% female",Flying,"20				(4,884–5,140 steps)",110,65,105,55,95,80,330,121,193,103,175,148,424,251,339,229,317,284,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
heatmor,Fire,Anteater Pokémon,1.4 m (4′07″),58.0 kg (127.9 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",85,97,66,105,66,65,280,179,123,193,123,121,374,322,254,339,254,251,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
durant,Bug			Steel,Iron Ant Pokémon,0.3 m (1′00″),33.0 kg (72.8 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",58,109,112,48,48,109,226,200,206,90,90,200,320,348,355,214,214,348,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
deino,Dark			Dragon,Irate Pokémon,0.8 m (2′07″),17.3 kg (38.1 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",52,65,50,45,50,38,214,121,94,85,94,72,308,251,218,207,218,192,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
zweilous,Dark			Dragon,Hostile Pokémon,1.4 m (4′07″),50.0 kg (110.2 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",72,85,70,65,70,58,254,157,130,121,130,108,348,295,262,251,262,236,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
hydreigon,Dark			Dragon,Brutal Pokémon,1.8 m (5′11″),160.0 kg (352.7 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",92,105,90,125,90,98,294,193,166,229,166,180,388,339,306,383,306,324,1,0.5,0.5,0.5,0.5,2,2,1,0,1,0,2,1,0.5,2,0.5,1,4
larvesta,Bug			Fire,Torch Pokémon,1.1 m (3′07″),28.8 kg (63.5 lbs),"50% male, 50% female",Bug,"40				(10,024–10,280 steps)",55,85,55,50,55,60,220,157,103,94,103,112,314,295,229,218,229,240,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
volcarona,Bug			Fire,Sun Pokémon,1.6 m (5′03″),46.0 kg (101.4 lbs),"50% male, 50% female",Bug,"40				(10,024–10,280 steps)",85,60,65,135,105,100,280,112,121,247,193,184,374,240,251,405,339,328,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
cobalion,Steel			Fighting,Iron Will Pokémon,2.1 m (6′11″),250.0 kg (551.2 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",91,90,129,90,72,108,292,166,236,166,134,198,386,306,392,306,267,346,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
terrakion,Rock			Fighting,Cavern Pokémon,1.9 m (6′03″),260.0 kg (573.2 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",91,129,90,72,90,108,292,236,166,134,166,198,386,392,306,267,306,346,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2
virizion,Grass			Fighting,Grassland Pokémon,2.0 m (6′07″),200.0 kg (440.9 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",91,90,72,90,129,108,292,166,134,166,236,198,386,306,267,306,392,346,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
reshiram,Dragon			Fire,Vast White Pokémon,3.2 m (10′06″),330.0 kg (727.5 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,120,100,150,120,90,310,220,184,274,220,166,404,372,328,438,372,306,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
zekrom,Dragon			Electric,Deep Black Pokémon,2.9 m (9′06″),345.0 kg (760.6 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,150,120,120,100,90,310,274,220,220,184,166,404,438,372,372,328,306,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
kyurem,Dragon			Ice,Boundary Pokémon,3.0 m (9′10″),325.0 kg (716.5 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",125,130,90,130,90,95,360,238,166,238,166,175,454,394,306,394,306,317,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
genesect,Bug			Steel,Paleozoic Pokémon,1.5 m (4′11″),82.5 kg (181.9 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",71,120,95,120,95,99,252,220,175,220,175,182,346,372,317,372,317,326,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
chespin,Grass,Spiny Nut Pokémon,0.4 m (1′04″),9.0 kg (19.8 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",56,61,65,48,45,38,222,114,121,90,85,72,316,243,251,214,207,192,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
quilladin,Grass,Spiny Armor Pokémon,0.7 m (2′04″),29.0 kg (63.9 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",61,78,95,56,58,57,232,144,175,105,108,107,326,280,317,232,236,234,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
chesnaught,Grass			Fighting,Spiny Armor Pokémon,1.6 m (5′03″),90.0 kg (198.4 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",88,107,122,74,75,64,286,197,224,137,139,119,380,344,377,271,273,249,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
fennekin,Fire,Fox Pokémon,0.4 m (1′04″),9.4 kg (20.7 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",40,45,40,62,60,60,190,85,76,116,112,112,284,207,196,245,240,240,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
